id,timeline_lowest_id,timeline_tweets_pulled,tweet_count
2147651946,412604813223157760,40,40
2394569086,443674634966552576,4,4
520339421,240135911243927552,30,30
733485546,933469210252075009,3200,12214
1130996659,299644233307025408,58,58
302794032,72039750021808128,700,700
709201861,226711418735570946,57,57
207191429,288711567938301952,4,4
1472191706,340850667117752322,7,7
527124243,312760205169553408,3200,27123
813318925,244818240101044224,7,7
2295293024,423998187322343424,2,2
169923052,19343622967,1,1
424694362,141707109497716736,143,143
526956561,367683572783513601,2,2
1883487367,380712934793420801,1,1
185222513,22618366755,1,1
2203249027,402832584121794560,210,210
1398488888,330134318343147520,25,25
267064837,48143212602339329,1560,1560
1642082852,363530222211047425,13,13
138171454,610462242597924864,3,3
2617736454,487658573057384449,1,1
20764360,134586441337536512,91,91
2888754146,529312433605599232,13,13
1348963478,323033515056852992,61,61
559360700,196170158446874624,3,3
2872973990,525221963598684161,14,14
2274427915,419079366300033024,1,1
58854661,2761269334,4,4
1654319190,470442433499906048,1,1
2973497507,554364601379606529,1,1
361179086,198942760441626624,3,3
1081821192,1066513744040083456,3200,18069
549631624,402212389229453313,7,7
2403883660,443611107304144896,31,31
354155485,109498042297753600,2412,2412
591311061,206488656641409024,327,327
606426675,215701966419001346,104,104
575579784,200266697360416768,1228,1228
308205192,75367488614969344,14,14
23747275,742386492157349888,1,1
92473549,6044210693,1,1
444749821,150246830624608256,130,130
1468851691,339945732842872833,1,1
290791625,64496075788132352,41,41
395732458,135905128262811648,1,1
2435797680,543850125094055937,3,3
140907752,1068116335446634496,2,2
1474765447,340826362023649280,1,1
488013239,167763550809501696,3,3
2806038976,518989704256294912,523,523
2877536269,526165689808060416,436,436
2371390213,440893023652548608,2062,2062
840999121,461920910120058881,3200,12332
1718544110,374118087588462592,2034,2034
2259499581,418990354193711104,5,5
246121445,32669786542444544,1,1
2888509816,566729286670102528,381,381
2875766683,525719462826496000,2,2
135445438,807531120577216512,1,1
304831872,73269974696853504,1,1
286291396,511227522235650049,1,1
2282695198,423264624218501121,6,6
2422255592,692925763532767233,650,650
1373686788,330250304580894720,1,1
1390145004,329335001483182082,1,1
18223264,300669810587607041,2,2
342602427,1273874445636038657,2,2
588938713,429983690156818432,53,53
2612242335,478276127216369664,6,6
1477161746,351797529836388352,234,234
1372313006,326626954918903809,7,7
116862055,358365113222303745,3200,13390
405386297,132721539719249920,1,1
618661652,217815603468189696,8,8
827996220,247491019128569857,2,2
2299140315,427444926650253312,26,26
2979773088,567762131982901248,31,31
636531760,225640418551934977,4,4
172476948,113448073149169664,73,73
245458885,1177917795822166016,75,75
1772854712,376443554920296448,100,100
215730510,90006404101971968,3200,9505
2447237778,456428244456439808,30,30
234748784,23009439241998336,1,1
2514437492,469332352745750528,1,1
1642488038,879073266828050432,2,2
821396989,246224263370125312,104,104
2190346915,400311669269618688,4,4
2468663046,460987044240433152,389,389
795974257,241890276715659264,1,1
84561313,878633547464155139,3200,12628
2435000586,453787198823743488,1,1
1483885224,342119718381035520,1,1
729216404,230407422613807104,40,40
801254042,242743861816987648,347,347
1608144320,358563099642564608,1,1
926317189,265222616707641345,23,23
87417426,6729446496,3,3
1170050372,301078155274366976,19,19
1546152212,349583258356416513,21,21
347216376,98379861059584002,1,1
1514327389,345270871138635777,10,10
1350964854,324318264060702720,97,97
28862446,1453268189,36,36
20439907,1192029483,494,494
636707393,260018517028507648,1,1
488675180,168246913215365120,2,2
1449942438,340550733076258817,11,11
774385464,351078684742004737,41,41
2833621889,550120155830038528,111,111
306848274,85182688994148353,32,32
37508159,1690016166,5,5
840470082,249632399682592768,10,10
1317542215,469503812781084673,583,583
312531431,78025933122043904,3,3
169709337,248184140002906112,27,27
2416783704,449745556424781824,53,53
960862626,287247765132697600,13,13
209900074,336308971164012547,2,2
1927493383,385905826247868416,17,17
181940503,669214763851776000,42,42
336823718,92398640248782848,9,9
479682178,172007366106157057,6,6
1229519798,314739509357080577,5,5
1197332760,303886846927192065,385,385
336811631,146990198767628288,1,1
2733548251,500126630782988290,1,1
207404295,7600405001277440,1,1
315354438,79640478764630016,17,17
1263705055,311993680707862529,1,1
434982188,146258320452366336,5,5
2948751381,584354231550775296,2,2
886824061,258559814450434048,30,30
2572960501,488024932782055424,36,36
29520213,465430502623965184,2,2
780761419,267575028873322497,661,661
474168622,333850421896560640,1,1
2525417917,470968242161213442,14,14
183411821,96266877118066688,1,1
2761748712,503457861658095617,1,1
1355000167,323868269213794305,133,133
1200372356,331680202793041920,3,3
613888391,215605975447633920,1,1
401838419,135125299821154304,250,250
246458285,778172558986317825,1,1
1553120131,619593248600797184,4,4
429064832,143700220306391042,426,426
2433907735,701904483773714433,78,78
152897158,15606309924,1,1
1081039921,544279976162643968,1,1
441477042,148990178151772160,1,1
134238419,12361736075,129,129
732053539,231080043504336896,3,3
2724537847,498911739149553665,44,44
120641826,10726431018,2772,2772
572621761,199125418652090368,1,1
127028141,889327228701618176,3200,15099
368572951,110831088523411456,2,2
479537324,356346019069431808,12,12
2513520296,469212167326015488,2,2
904650103,271394952511094784,2,2
1673978887,368100403377737728,1,1
2845194444,530476571929620481,2,2
152009644,15442295600,1,1
2907444137,835240069346770945,26,26
74288779,3999503632,13,13
308149224,446836848283774977,1,1
446351798,1190546374217097216,3,3
84560147,976212628333875201,1,1
1142265312,303368723090243584,13,13
273587090,310028993581678592,67,67
89198663,92280079983443968,15,15
474835977,162505036834942976,23,23
2500889779,561135869021519872,2,2
516089353,177059034686423041,6,6
2197363017,405862945826930688,5,5
333038412,90174444991037440,67,67
2473362152,462067104212996096,1,1
2831429306,633671651289337856,4,4
358496019,105022975585169408,54,54
461104524,157089815291105280,1,1
1103009755,293001101773504513,72,72
2401926495,443490278012645378,15,15
1440642372,-1,6,6
2160249545,-1,1,1
605449819,749030504708579328,340,340
2193115297,401106461020807168,9,9
2694100423,494609815759360000,54,54
751914637,234414928059060224,2,2
1411758079,332333293498429440,18,18
515102332,176529927917666305,3,3
370453660,510094042177097729,3200,3776
605892028,212356154414727171,212,212
101137596,7295882607,980,980
469170314,161769454844387329,2,2
232832648,21188989759258624,3,3
1864784486,383963404244770816,4,4
234924586,25125134033494016,2182,2182
2536859100,472748743721095169,1,1
2870307462,1198511248364601345,3200,15010
193069326,309655440608866304,16,16
519448737,178098134956773376,12,12
1649939803,367127760281403392,722,722
1350254972,323183475488329728,1,1
1562861640,352026957564739585,10,10
1468668210,616706634799169541,15,15
451682144,162333936318562304,14,14
2296566437,435825242632892416,156,156
2517116636,469763802615922688,7,7
289914960,74137163071098880,27,27
