id,timeline_lowest_id,timeline_tweets_pulled,tweet_count
1672217018,368018483205795840,2,2
462920648,158372470510993409,30,30
526037372,189428852483817472,1,1
2907196563,541072734500184064,81,81
461499346,157230440032370688,6,6
1849353535,377168876980953088,363,363
1065029845,304821522357440512,1,1
172528595,19863375525,183,183
2917467437,922992509201944576,773,773
1649083640,364549996625928192,3,3
1450328648,337390749463228418,65,65
915033260,263501318394634240,12,12
1608172645,358564013191340032,166,166
2733201419,527019589742252032,1,1
377634371,116646093005131776,9,9
1541423743,437314528335122433,158,158
423545577,141214056827723776,3,3
2256175112,414308681505726464,1,1
2291084170,1177085756717830146,3200,7705
606549944,730534506529226752,26,26
2940677672,547364155674484736,3,3
520793303,178621682842468352,10,10
1597368746,356985049838653442,1,1
139687898,164623337216159744,3200,7322
880208442,257485246163984384,255,255
237705745,301039684354707457,3200,8335
884018228,961093889783418882,1,1
1938534822,567751188247232512,17,17
2922432352,544344126217805824,7,7
283905063,59881380800237568,10,10
2704839918,530802806068740096,3,3
963133686,271371273513361409,39,39
2529307626,471670007689011201,2109,2109
68111952,3489443235,12,12
437587992,150445300786528259,35,35
2737853150,500716911349346307,13,13
2204523132,403079808818487296,7,7
2542741093,473678120449372160,2,2
1627192116,361560005914263553,628,628
1608829236,358665384737505280,6,6
755483270,-1,2267,2267
39025157,89957188214325248,3200,31331
1017611023,288364058103660544,75,75
1217012113,305895867414618113,5,5
126321286,11034612163,20,20
2320456472,435497829088239616,31,31
744862082,323025583514718209,14,14
428766563,150251407138754560,3,3
2436717450,799455999140577280,5,5
195328372,384112932822335488,205,205
2869354024,531511314267766785,51,51
278940678,56269627591901184,141,141
183254401,22223703851,11,11
1264824620,311871922503819265,41,41
752899874,432756246798540800,1,1
552548150,190730402246303744,1775,1775
2938280325,567746048442257408,16,16
2204281843,403023053707165696,4,4
1021740438,304264056997552128,371,371
50412823,945427225259708416,111,111
1026570752,283752410340540416,1,1
1288120560,315019290350854144,5,5
581030163,202410112390938624,3,3
94954950,6394191919,1,1
558848529,193380733841195010,39,39
835900045,1311674731976814592,3200,55887
160073065,17290739749,10,10
510171759,175197560053567488,4,4
967379041,272203686074257408,1,1
299112588,70877324958113793,10,10
103181760,25599837421,8,8
611166047,240358364612292608,29,29
47635973,114024275706515456,8,8
136390738,12723508532,47,47
391039688,182223696478482433,3200,5567
517597018,236278005452918784,7,7
419651350,139380172645351424,16,16
2333868157,587421759361671169,1618,1618
469313014,165424083075481600,1813,1813
141754686,13635887944,1,1
496520304,171247516644417536,8,8
1145360017,301231514480418816,1,1
2923384247,569505017067134976,1,1
163538591,17883646238,2,2
2574919611,473017112349663232,1,1
2440034672,496959034507800576,446,446
1345003008,322418571516989440,23,23
571071579,198818585471221760,21,21
927580777,265439210083844097,4,4
39144563,1758674810,211,211
134402120,12391940232,30,30
1714118587,373609146186088448,1,1
793709790,241512838542262274,31,31
1321909686,1019372656095739904,4,4
913048932,262996835235426304,23,23
355274398,102952802397065216,1,1
1329881004,320259536541843457,6,6
372811751,115578722958057472,6,6
411490646,600013417399848960,244,244
2206548778,722911878159052800,1,1
966010309,272320230020239362,3,3
2959810724,633478531549278209,1,1
536472496,380472895580827648,1,1
337637983,92905857662189568,1632,1632
2742960370,500015055187238913,1,1
157040388,21596269560,4,4
1036359337,365318793116917760,754,754
1884473407,384182857075531776,132,132
1347644376,322841362368167936,39,39
1686971882,369969384556462080,2,2
227651006,48133976346460160,8,8
2416465755,445362925138903040,16,16
2336663785,443010727838638083,20,20
617566382,217037465893093377,1,1
128423259,447087398598770688,1,1
1699101056,372660769403326464,419,419
2895022126,564987793005637632,263,263
2160887768,394815675274764288,1,1
602679581,211059618003165186,24,24
1928997181,385598354924646403,1,1
246322342,35156494563409920,276,276
332902529,90102813476139009,2611,2611
1148717005,298610070416138240,333,333
319233544,81816106024706049,289,289
2935597413,546732525906055168,1,1
23226990,1293902442,16,16
2908779806,600660307514535936,37,37
