id,timeline_lowest_id,timeline_tweets_pulled,tweet_count
2815719245,519878350916313088,7,7
560902843,194324301439184898,86,86
182968964,22120001987,4,4
122494658,10393586203,2,2
234290035,22576361403064320,4,4
467631945,159847683270512640,4,4
1047120398,503539629438816256,10,10
1522327436,595737513920167936,36,36
461819391,157876894765821952,2,2
2729689569,541668282546135040,5,5
1608848786,358717848325074946,4,4
107550443,270557926412918784,8,8
2255861828,414217910400200705,1,1
315967223,245911708168749057,28,28
224762454,12965706157006849,14,14
538698333,193308127033171969,335,335
352934686,101584031656853505,1,1
2955387694,550738921815293952,5,5
1070622475,294051306375639041,5,5
790532174,240989366028206080,2,2
525486119,617395866186330112,3200,3651
830718270,247998022653468672,2,2
2794563152,560426771728695296,1,1
1546007629,349559153775214593,19,19
1564163954,378343760976834561,63,63
399519196,485891794157051904,8,8
736907761,283275362094436352,174,174
2285667297,423789184630136832,1,1
247625972,1135681085910724608,1,1
2548369663,527525862543867904,5,5
2929675828,766431361632788480,2,2
1627625036,361441027724296193,881,881
44155302,773251057698770945,3200,12678
103097836,1267415695580684290,17,17
1018235538,284684594211590145,10,10
632290660,262351093516865536,2,2
2236464543,425705636488548353,8,8
1082408551,290102094516584449,3,3
184100749,57030581753622528,1,1
121026312,10822812755,2,2
44718688,2137177160,7,7
441613311,149035266563244032,3,3
354138093,149690727645978624,3,3
1569765264,353033877532585986,45,45
2170122957,397882042740121601,2,2
412758519,136362089018163201,2818,2818
415677006,235174738719305729,43,43
268363577,401927184304308224,1,1
155194709,808959205919047680,27,27
108903618,126179658470400000,15,15
905696732,261809308734476289,233,233
2501163720,467610136920748032,9,9
2251562487,422030480037670913,1,1
344500073,96802777749139456,38,38
182256830,21976973447,3,3
2400694141,446813320171888642,2,2
475093344,173223892427616257,2,2
2745982160,502623994290638849,8,8
1257365474,312645072724324352,74,74
2530240526,471687258198654976,110,110
2587292787,1233794695073017856,58,58
1446633962,337004732394635265,4,4
2314412922,428305564972507136,45,45
1305198739,316617269138558976,535,535
2155776313,393882586730078209,265,265
2215620172,410015139879219200,3,3
2171205475,441803301131022336,3200,5131
2901022257,539577213176512513,9,9
783088958,239824423597797376,159,159
2348428550,435398949059325952,92,92
2315657340,429177188613902336,259,259
1401042198,331222341164089344,1,1
1941756799,386997014871146496,7,7
349207535,99857982552158210,1,1
962218561,271213602348888064,3,3
1707586964,372744990310813696,2,2
2723959928,498825845398450177,2,2
102533994,10378946145,7,7
273710218,613828435450929152,17,17
281929872,58435345976524800,1,1
1589553908,355819934342848512,1,1
2502509685,460827550525427712,1,1
2917885000,543892736773210112,25,25
288520291,63053291914919936,33,33
242218712,29440226443132929,2,2
580271872,212185363714801665,1,1
250000662,35581580969906176,143,143
237995518,32098711416872960,1,1
2208504601,403788303272386560,4,4
1029216770,282587036408496128,1,1
346063113,97728770005405698,2,2
765874808,236850313812914176,4,4
2227812084,412823320376004608,58,58
83702768,5002192393,52,52
466173990,159319706027823104,1,1
1579560313,354478002773569537,1,1
602187047,218829933894565888,2,2
2997630216,559881684502728704,26,26
2604929514,490281348150480896,1,1
2985655344,556782073604603905,1,1
2795257484,513807581047824384,9,9
486834289,167729416099741699,1,1
146604643,14454833501,1,1
2566235342,477629005764390912,2,2
2162388680,395099639277297664,12,12
2910558708,537483199551533056,2,2
483021268,839939828661776384,1,1
1025572298,290087128682086400,1,1
950071346,269120612037963776,48,48
198740601,27242194273,4,4
594843509,207918387656007682,56,56
151235010,15615284754,1,1
494549811,170312229219090433,57,57
2388112647,441583341536825344,290,290
366037563,109630216556658688,2427,2427
2714353183,497359271362056192,2839,2839
1014698718,282069356500893696,13,13
2360576299,438498460799467520,151,151
341141949,94889321953374210,9,9
307632143,305874469711400960,1,1
2960098273,552236060961681408,1,1
2569513998,1038820040324382725,117,117
2375597503,441608873355407360,1,1
1353823154,376195931760123905,931,931
419855125,139473413369643008,5,5
349255161,99578433775996929,9,9
2941882702,548380160085753857,1,1
279085252,57305398172065792,807,807
492358540,172689841472020480,1,1
204471345,462751658649600001,10,10
610113645,214004086977200128,1,1
589352964,228578238060969984,1,1
119907654,225657543811284992,1,1
1641070050,365544304086745089,1,1
267266138,159650504098578433,30,30
