,0
4703547618,0
129007523,0
774663607,0
175036533,0
2650183599,0
704185769,0
2229050017,0
1472618786,0
794109906,0
49447168,0
336730016,0
168653254,0
207290993,0
169588023,0
168552497,0
141599240,0
773299351640682497,0
32670411,0
238549856,0
34093917,0
923868942,0
290473066,0
2981923836,0
895940017834475520,0
555533734,0
1017167014153027584,0
770772211779117056,0
789058159096856576,0
895967149260492801,0
905022900280975364,0
182737850,0
4446154454,0
3030210088,0
747627370111107072,0
2310781728,0
784090449267068928,0
2978522518,0
832584146488680449,0
4563808215,0
830875548029218816,0
760816120333004801,0
805818032098422784,0
3283767175,0
807678542419021824,0
1485336902,0
749950844393648128,0
43197342,0
26129367,0
725313892340097024,0
737346233967235072,0
58098607,0
38254086,0
725389458552578054,0
66842653,0
719633334876434436,0
17840259,0
1669212408,0
703709704023883776,0
463460468,0
27793948,0
38996682,0
4185687141,0
2223850572,0
3313889258,0
25337008,0
1158715050,0
3280479264,0
3169408731,0
24310202,0
584687957,0
3314735017,0
3424381815,0
3302247246,0
605834339,0
631369066,0
3165454144,0
3232850654,0
3162144421,0
360050416,0
3232563486,0
56193547,0
255594079,0
70800069,0
3169282387,0
2752240054,0
1390756512,0
3131054410,0
353799500,0
2601963751,0
230286104,0
332451574,0
2988596175,0
2891113610,0
124370240,0
2475543890,0
399624077,0
2303407446,0
2524380708,0
22859431,0
2960601070,0
32183549,0
595061437,0
70875199,0
2178870222,0
2942885868,0
2198886554,0
2569565671,0
15907716,0
233386397,0
220466240,0
1877030528,0
110493126,0
1427158513,0
25863009,0
2875021596,0
2878623096,0
2808559086,0
93780148,0
1090645542,0
2789966386,0
234356528,0
2798406913,0
2724812851,0
2795669210,0
2636056635,0
375615082,0
2541922272,0
2709389454,0
2657677898,0
27068292,0
2551297459,0
16940332,0
2257515829,0
1923534798,0
574670452,0
138484758,0
127692858,0
57460274,0
529563984,0
1656189091,0
2375722592,0
2273526884,0
2319578570,0
1388215364,0
8074202,0
2314406178,0
2347541219,0
1411425830,0
177662798,0
5684312,0
24793562,0
815882328,0
1168452222,0
2158917606,0
20352787,0
223733178,0
1686625375,0
1887390894,0
565155633,0
1199474946,0
280049094,0
1376351485,0
15140563,0
831736994,0
71166608,0
586970065,0
14131996,0
390436278,0
20285330,0
32657976,0
21593129,0
198624641,0
22004459,0
43326134,0
162076637,0
1528725996,0
30256495,0
283175964,0
1387378123,0
27152466,0
166551441,0
268456201,0
